Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,TotalIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000974,Male,Yes,3+,Graduate,No,5167,3167,8334,200,360,1,Semiurban,Y
LP000975,Female,No,1,Graduate,No,4723,0,4723,81,360,1,Semiurban,N
LP000976,Male,Yes,2,Graduate,No,5000,3667,8667,236,360,1,Semiurban,Y
LP000977,Male,Yes,0,Graduate,No,4750,2333,7083,130,360,1,Urban,Y
LP000978,Male,Yes,0,Graduate,No,3013,3033,6046,95,300,,Urban,Y
LP000979,Male,No,0,Graduate,Yes,6822,0,6822,141,360,1,Rural,Y
LP000980,Male,No,0,NotGraduate,No,6216,0,6216,133,360,1,Rural,N
LP000981,Male,No,0,Graduate,No,2500,0,2500,96,480,1,Semiurban,N
LP000982,Male,No,0,Graduate,No,5124,0,5124,124,,0,Rural,N
LP000983,Male,Yes,1,Graduate,No,6325,0,6325,175,360,1,Semiurban,Y
LP000984,Male,Yes,0,Graduate,No,19730,5266,24996,570,360,1,Rural,N
LP000985,Female,No,0,Graduate,Yes,15759,0,15759,55,360,1,Semiurban,Y
LP000986,Male,Yes,2,Graduate,No,5185,0,5185,155,360,1,Semiurban,Y
LP000987,Male,Yes,2,Graduate,Yes,9323,7873,17196,380,300,1,Rural,Y
LP000988,Male,No,1,Graduate,No,3062,1987,5049,111,180,0,Urban,N
LP000989,Female,No,0,Graduate,,2764,1459,4223,110,360,1,Urban,Y
LP000990,Male,Yes,0,Graduate,No,4817,923,5740,120,180,1,Urban,Y
LP000991,Male,Yes,3,Graduate,No,8750,4996,13746,130,360,1,Rural,Y
LP000992,Male,Yes,0,Graduate,No,4310,0,4310,130,360,,Semiurban,Y
LP000993,Male,No,0,Graduate,No,3069,0,3069,71,480,1,Urban,N
LP000994,Male,Yes,2,Graduate,No,5391,0,5391,130,360,1,Urban,Y
LP000995,Male,Yes,0,Graduate,,3333,2500,5833,128,360,1,Semiurban,Y
LP000996,Male,No,0,Graduate,No,5941,4232,10173,296,360,1,Semiurban,Y
LP000997,Female,No,0,Graduate,No,6000,0,7000,156,360,1,Urban,Y
LP000998,Male,No,0,Graduate,Yes,7167,0,9000,128,360,1,Urban,Y
LP000999,Female,No,0,Graduate,No,6000,0,7000,156,360,1,Urban,Y
LP000999,Female,No,0,Graduate,No,6000,0,7000,156,360,1,Urban,Y
LP001001,,No,0,Graduate,No,5849,0,5849,,360,1,Urban,Y
LP001002,,Yes,1,Graduate,No,4583,1508,6091,128,360,1,Rural,N
LP001003,Male,Yes,0,Graduate,Yes,3000,0,3000,66,360,1,Urban,Y
LP001004,Male,Yes,0,Not Graduate,No,2583,2358,4941,120,360,1,Urban,Y
LP001005,Male,No,0,Graduate,No,6000,0,6000,141,360,1,Urban,Y
LP001006,Male,Yes,2,Graduate,Yes,5417,4196,9613,267,360,1,Urban,Y
LP001007,Male,Yes,0,Not Graduate,No,2333,1516,3849,95,360,1,Urban,Y
LP001008,Male,Yes,3,Graduate,No,3036,2504,5540,158,360,0,Semiurban,N
LP001009,Male,Yes,2,Graduate,No,4006,1526,5532,168,360,1,Urban,Y
LP001010,Male,Yes,1,Graduate,No,12841,10968,23809,349,360,1,Semiurban,N
LP001011,Male,Yes,2,Graduate,No,3200,700,3900,70,360,1,Urban,Y
LP001012,Male,Yes,2,Graduate,,2500,1840,4340,109,360,1,Urban,Y
LP001013,Male,Yes,2,Graduate,No,3073,8106,11179,200,360,1,Urban,Y
LP001014,Male,No,0,Graduate,No,1853,2840,4693,114,360,1,Rural,N
LP001015,Male,Yes,2,Graduate,No,1299,1086,2385,17,120,1,Urban,Y
LP001016,Male,No,0,Graduate,No,4950,0,4950,125,360,1,Urban,Y
LP001017,Male,No,1,Not Graduate,No,3596,0,3596,100,240,,Urban,Y
LP001018,Female,No,0,Graduate,No,3510,0,3510,76,360,0,Urban,N
LP001019,Male,Yes,0,NotGraduate,No,4887,0,4887,133,360,1,Rural,N
LP001020,Male,Yes,0,Graduate,,2600,3500,6100,115,,1,Urban,Y
LP001021,Male,Yes,0,NotGraduate,No,7660,0,7660,104,360,0,Urban,N
LP001022,Male,Yes,1,Graduate,No,5955,5625,11580,315,360,1,Urban,Y
LP001023,Male,Yes,0,NotGraduate,No,2600,1911,4511,116,360,0,Semiurban,N
LP001024,,Yes,2,NotGraduate,No,3365,1917,5282,112,360,0,Rural,N
LP001025,Male,Yes,1,Graduate,,3717,2925,6642,151,360,,Semiurban,N
LP001026,Male,Yes,0,Graduate,Yes,9560,0,9560,191,360,1,Semiurban,Y
LP001027,Male,Yes,0,Graduate,No,2799,2253,5052,122,360,1,Semiurban,Y
LP001028,Male,Yes,2,NotGraduate,No,4226,1040,5266,110,360,1,Urban,Y
LP001029,Male,No,0,NotGraduate,No,1442,0,1442,35,360,1,Urban,N
LP001030,Female,No,2,Graduate,,3750,2083,5833,120,360,1,Semiurban,Y
LP001031,Male,Yes,1,Graduate,,4166,3369,7535,201,360,,Urban,N
LP001032,Male,No,0,Graduate,No,3167,0,3167,74,360,1,Urban,N
LP001033,Male,No,1,Graduate,Yes,4692,0,4692,106,360,1,Rural,N
LP001034,Male,Yes,0,Graduate,No,3500,1667,5167,114,360,1,Semiurban,Y
LP001035,Male,No,3,Graduate,No,12500,3000,15500,320,360,1,Rural,N
LP001036,Male,Yes,0,Graduate,No,2275,2067,4342,,360,1,Urban,Y
LP001037,Male,Yes,0,Graduate,No,1828,1330,3158,100,,0,Urban,N
LP001038,Female,Yes,0,Graduate,No,3667,1459,5126,144,360,1,Semiurban,Y
LP001039,Male,No,0,Graduate,No,4166,7210,11376,184,360,1,Urban,Y
LP001040,Male,No,0,NotGraduate,No,3748,1668,5416,110,360,1,Semiurban,Y
LP001041,Male,No,0,Graduate,No,3600,0,3600,80,360,1,Urban,N
LP001042,Male,No,0,Graduate,No,1800,1213,3013,47,360,1,Urban,Y
LP001043,Male,Yes,0,Graduate,No,2400,0,2400,75,360,,Urban,Y
LP001044,Male,Yes,0,Graduate,No,3941,2336,6277,134,360,1,Semiurban,Y
LP001045,Male,Yes,0,NotGraduate,Yes,4695,0,4695,96,,1,Urban,Y
LP001046,Female,No,0,Graduate,No,3410,0,3410,88,,1,Urban,Y
LP001047,Male,Yes,1,Graduate,No,5649,0,5649,44,360,1,Urban,Y
LP001048,Male,Yes,0,Graduate,No,5821,0,5821,144,360,1,Urban,Y
LP001049,Female,Yes,0,Graduate,No,2645,3440,6085,120,360,0,Urban,N
LP001050,Female,No,0,Graduate,No,4000,2275,6275,144,360,1,Semiurban,Y
LP001051,Female,Yes,0,NotGraduate,No,1928,1644,3572,100,360,1,Semiurban,Y
LP001052,Female,No,0,Graduate,No,3086,0,3086,120,360,1,Semiurban,Y
LP001053,Female,No,0,Graduate,No,4230,0,4230,112,360,1,Semiurban,N
LP001054,Male,Yes,2,Graduate,No,4616,0,4616,134,360,1,Urban,N
LP001055,Female,Yes,1,Graduate,Yes,11500,0,11500,286,360,0,Urban,N
LP001056,Male,Yes,2,Graduate,No,2708,1167,3875,97,360,1,Semiurban,Y
LP001057,Male,Yes,0,Graduate,No,2132,1591,3723,96,360,1,Semiurban,Y
LP001058,Male,Yes,0,Graduate,No,3366,2200,5566,135,360,1,Rural,N
LP001059,Male,Yes,1,Graduate,No,8080,2250,10330,180,360,1,Urban,Y
LP001060,Male,Yes,2,NotGraduate,No,3357,2859,6216,144,360,1,Urban,Y
LP001061,Male,Yes,0,Graduate,No,2500,3796,6296,120,360,1,Urban,Y
LP001062,Male,Yes,3,Graduate,No,3029,0,3029,99,360,1,Urban,Y
LP001063,Male,Yes,0,NotGraduate,Yes,2609,3449,6058,165,180,0,Rural,N
LP001064,Male,Yes,1,Graduate,No,4945,0,4945,,360,0,Rural,N
LP001065,Female,No,0,Graduate,No,4166,0,4166,116,360,0,Semiurban,N
LP001066,Male,Yes,0,Graduate,No,5726,4595,10321,258,360,1,Semiurban,N
LP001067,Male,No,0,NotGraduate,No,3200,2254,5454,126,180,0,Urban,N
LP001068,Male,Yes,1,Graduate,No,10750,0,10750,312,360,1,Urban,Y
LP001069,Male,Yes,3,NotGraduate,Yes,7100,0,7100,125,60,1,Urban,Y
LP001070,Female,No,0,Graduate,No,4300,0,4300,136,360,0,Semiurban,N
LP001071,Male,Yes,0,Graduate,No,3208,3066,6274,172,360,1,Urban,Y
LP001072,Male,Yes,2,NotGraduate,Yes,1875,1875,3750,97,360,1,Semiurban,Y
LP001073,Male,No,0,Graduate,No,3500,0,3500,81,300,1,Semiurban,Y
LP001074,Male,Yes,3,NotGraduate,No,4755,0,4755,95,,0,Semiurban,N
LP001075,Male,Yes,3,Graduate,Yes,5266,1774,7040,187,360,1,Semiurban,Y
LP001076,Male,No,0,Graduate,No,3750,0,3750,113,480,1,Urban,N
LP001077,Male,No,0,Graduate,No,3750,4750,8500,176,360,1,Urban,N
LP001078,Male,Yes,1,Graduate,Yes,1000,3022,4022,110,360,1,Urban,N
LP001079,Male,Yes,3,Graduate,No,3167,4000,7167,180,300,0,Semiurban,N
LP001080,Male,Yes,3,NotGraduate,Yes,3333,2166,5499,130,360,,Semiurban,Y
LP001081,Female,No,0,Graduate,No,3846,0,3846,111,360,1,Semiurban,Y
LP001082,Male,Yes,1,Graduate,Yes,2395,0,2395,,360,1,Semiurban,Y
LP001083,Female,Yes,2,Graduate,No,1378,1881,3259,167,360,1,Urban,N
LP001084,Male,Yes,0,Graduate,No,6000,2250,8250,265,360,,Semiurban,N
LP001085,Male,Yes,1,Graduate,No,3988,0,3988,50,240,1,Urban,Y
LP001086,Male,No,0,Graduate,No,2366,2531,4897,136,360,1,Semiurban,Y
LP001087,Male,Yes,2,NotGraduate,No,3333,2000,5333,99,360,,Semiurban,Y
LP001088,Male,Yes,0,Graduate,No,2500,2118,4618,104,360,1,Semiurban,Y
LP001089,Male,No,0,Graduate,No,8566,0,8566,210,360,1,Urban,Y
LP001090,Male,Yes,0,Graduate,No,5695,4167,9862,175,360,1,Semiurban,Y
LP001091,Male,Yes,0,Graduate,No,2958,2900,5858,131,360,1,Semiurban,Y
LP001092,Male,Yes,2,Graduate,No,6250,5654,11904,188,180,1,Semiurban,Y
LP001093,Male,Yes,2,NotGraduate,No,3273,1820,5093,81,360,1,Urban,Y
LP001094,Male,No,0,Graduate,No,4133,0,4133,122,360,1,Semiurban,Y
LP001095,Male,No,0,NotGraduate,No,3620,0,3620,25,120,1,Semiurban,Y
LP001096,Male,No,0,Graduate,,6782,0,6782,,360,,Urban,N
LP001097,Female,Yes,0,Graduate,No,2484,2302,4786,137,360,1,Semiurban,Y
LP001098,Male,Yes,0,Graduate,No,1977,997,2974,50,360,1,Semiurban,Y
LP001099,Male,Yes,0,NotGraduate,No,4188,0,4188,115,180,1,Semiurban,Y
LP001100,Male,Yes,0,Graduate,No,1759,3541,5300,131,360,1,Semiurban,Y
LP001101,Male,Yes,2,NotGraduate,No,4288,3263,7551,133,180,1,Urban,Y
LP001102,Male,No,0,Graduate,No,4843,3806,8649,151,360,1,Semiurban,Y
LP001103,Male,Yes,,Graduate,No,13650,0,13650,,360,1,Urban,Y
LP001104,Male,Yes,0,Graduate,No,4652,3583,8235,,360,1,Semiurban,Y
LP001105,Male,,,Graduate,No,3816,754,4570,160,360,1,Urban,Y
LP001106,Male,Yes,1,Graduate,No,3052,1030,4082,100,360,1,Urban,Y
LP001107,Male,Yes,2,Graduate,No,11417,1126,12543,225,360,1,Urban,Y
LP001108,Male,No,0,NotGraduate,,7333,0,7333,120,360,1,Rural,N
LP001109,Male,Yes,2,Graduate,No,3800,3600,7400,216,360,0,Urban,N
LP001110,Male,Yes,3,NotGraduate,No,2071,754,2825,94,480,1,Semiurban,Y
LP001111,Male,No,0,Graduate,No,5316,0,5316,136,360,1,Urban,Y
LP001112,Female,Yes,0,Graduate,,2929,2333,5262,139,360,1,Semiurban,Y
LP001113,Male,Yes,0,NotGraduate,No,3572,4114,7686,152,,0,Rural,N
LP001114,Female,No,1,Graduate,Yes,7451,0,7451,,360,1,Semiurban,Y
LP001115,Male,No,0,Graduate,,5050,0,5050,118,360,1,Semiurban,Y
LP001116,Male,Yes,1,Graduate,No,14583,0,14583,185,180,1,Rural,Y
LP001117,Female,Yes,0,Graduate,No,3167,2283,5450,154,360,1,Semiurban,Y
LP001118,Male,Yes,1,Graduate,No,2214,1398,3612,85,360,,Urban,Y
LP001119,Male,Yes,0,Graduate,No,5568,2142,7710,175,360,1,Rural,N
LP001120,Female,No,0,Graduate,No,10408,0,10408,259,360,1,Urban,Y
LP001121,Male,Yes,,Graduate,No,5667,2667,8334,180,360,1,Rural,Y
LP001122,Female,No,0,Graduate,No,4166,0,4166,44,360,1,Semiurban,Y
LP001123,Female,No,0,Graduate,No,2137,8980,11117,137,360,0,Semiurban,Y
LP001124,Male,Yes,2,Graduate,No,2957,0,2957,81,360,1,Semiurban,Y
LP001125,Male,Yes,0,NotGraduate,No,4300,2014,6314,194,360,1,Rural,Y
LP001126,Female,No,0,Graduate,No,3692,0,3692,93,360,,Rural,Y
LP001127,,Yes,3,Graduate,No,23803,0,23803,370,360,1,Rural,Y
LP001128,Male,No,0,Graduate,No,3865,1640,5505,,360,1,Rural,Y
LP001129,Male,Yes,1,Graduate,Yes,10513,3850,14363,160,180,0,Urban,N
LP001130,Male,Yes,0,Graduate,No,6080,2569,8649,182,360,,Rural,N
LP001131,Male,No,0,Graduate,Yes,20166,0,20166,650,480,,Urban,Y
LP001132,Male,No,0,Graduate,No,2014,1929,3943,74,360,1,Urban,Y
LP001133,Male,No,0,Graduate,No,2718,0,2718,70,360,1,Semiurban,Y
LP001134,Male,Yes,0,Graduate,Yes,3459,0,3459,25,120,1,Semiurban,Y
LP001135,Male,No,0,Graduate,No,4895,0,4895,102,360,1,Semiurban,Y
LP001136,Male,Yes,3,Graduate,No,4000,7750,11750,290,360,1,Semiurban,N
LP001137,Female,Yes,0,Graduate,No,4583,0,4583,84,360,1,Rural,N
LP001138,Male,Yes,2,Graduate,Yes,3316,3500,6816,88,360,1,Urban,Y
LP001139,Male,No,0,Graduate,No,14999,0,14999,242,360,0,Semiurban,N
LP001140,Male,Yes,2,NotGraduate,No,4200,1430,5630,129,360,1,Rural,N
LP001141,Male,Yes,2,Graduate,No,5042,2083,7125,185,360,1,Rural,N
LP001142,Male,No,0,Graduate,No,5417,0,5417,168,360,1,Urban,Y
LP001143,Male,No,0,Graduate,Yes,6950,0,6950,175,180,1,Semiurban,Y
LP001144,Male,Yes,0,Graduate,No,2698,2034,4732,122,360,1,Semiurban,Y
LP001145,Male,Yes,2,Graduate,No,11757,0,11757,187,180,1,Urban,Y
LP001146,Female,Yes,0,Graduate,No,2330,4486,6816,100,360,1,Semiurban,Y
LP001147,Female,Yes,2,Graduate,No,14866,0,14866,70,360,1,Urban,Y
LP001148,Male,Yes,1,Graduate,No,1538,1425,2963,30,360,1,Urban,Y
LP001149,Female,No,0,Graduate,No,10000,1666,11666,225,360,1,Rural,N
LP001150,Male,Yes,0,Graduate,No,4860,830,5690,125,360,1,Semiurban,Y
LP001151,Male,No,0,Graduate,No,6277,0,6277,118,360,0,Rural,N
LP001152,Male,Yes,0,Graduate,Yes,2577,3750,6327,152,360,1,Rural,Y
LP001153,Male,No,0,Graduate,No,9166,0,9166,244,360,1,Urban,N
LP001154,Male,Yes,2,NotGraduate,No,2281,0,2281,113,360,1,Rural,N
LP001155,Male,No,0,Graduate,No,3254,0,3254,50,360,1,Urban,Y
LP001156,Male,Yes,3,Graduate,No,39999,0,39999,600,180,0,Semiurban,Y
LP001157,Male,Yes,1,Graduate,No,6000,0,6000,160,360,,Rural,Y
LP001158,Male,Yes,1,Graduate,No,9538,0,9538,187,360,1,Urban,Y
LP001159,Male,No,0,Graduate,,2980,2083,5063,120,360,1,Rural,Y
LP001160,Male,Yes,0,Graduate,No,4583,5625,10208,255,360,1,Semiurban,Y
LP001161,Male,Yes,0,NotGraduate,No,1863,1041,2904,98,360,1,Semiurban,Y
LP001162,Male,Yes,0,Graduate,No,7933,0,7933,275,360,1,Urban,N
LP001163,Male,Yes,1,Graduate,No,3089,1280,4369,121,360,0,Semiurban,N
LP001164,Male,Yes,2,Graduate,No,4167,1447,5614,158,360,1,Rural,Y
LP001165,Male,Yes,0,Graduate,No,9323,0,9323,75,180,1,Urban,Y
LP001166,Male,Yes,0,Graduate,No,3707,3166,6873,182,,1,Rural,Y
LP001167,Female,Yes,0,Graduate,No,4583,0,4583,112,360,1,Rural,N
LP001168,Male,Yes,0,Graduate,No,2439,3333,5772,129,360,1,Rural,Y
LP001169,Male,No,0,Graduate,No,2237,0,2237,63,480,0,Semiurban,N
LP001170,Male,Yes,2,Graduate,No,8000,0,8000,200,360,1,Semiurban,Y
LP001171,Male,Yes,0,NotGraduate,,1820,1769,3589,95,360,1,Rural,Y
LP001172,,Yes,3,Graduate,No,51763,0,51763,700,300,1,Urban,Y
LP001173,Male,Yes,3,NotGraduate,No,3522,0,3522,81,180,1,Rural,N
LP001174,Male,Yes,0,Graduate,No,5708,5625,11333,187,360,1,Semiurban,Y
LP001175,Male,Yes,0,NotGraduate,Yes,4344,736,5080,87,360,1,Semiurban,N
LP001176,Male,Yes,0,Graduate,No,3497,1964,5461,116,360,1,Rural,Y
LP001177,Male,Yes,2,Graduate,No,2045,1619,3664,101,360,1,Rural,Y
LP001178,Male,Yes,3,Graduate,No,5516,11300,16816,495,360,0,Semiurban,N
LP001179,Male,Yes,1,Graduate,No,3750,0,3750,116,360,1,Semiurban,Y
LP001180,Male,No,0,NotGraduate,No,2333,1451,3784,102,480,0,Urban,N
LP001181,Male,Yes,1,Graduate,No,6400,7250,13650,180,360,0,Urban,N
LP001182,Male,No,0,Graduate,No,1916,5063,6979,67,360,,Rural,N
LP001183,Male,Yes,0,Graduate,No,4600,0,4600,73,180,1,Semiurban,Y
LP001184,Male,Yes,1,Graduate,No,33846,0,33846,260,360,1,Semiurban,N
LP001185,Female,Yes,0,Graduate,No,3625,0,3625,108,360,1,Semiurban,Y
LP001186,Male,Yes,0,Graduate,Yes,39147,4750,43897,120,360,1,Semiurban,Y
LP001187,Male,Yes,1,Graduate,Yes,2178,0,2178,66,300,0,Rural,N
LP001188,Male,Yes,0,Graduate,No,2383,2138,4521,58,360,,Rural,Y
LP001189,,Yes,0,Graduate,Yes,674,5296,5970,168,360,1,Rural,Y
LP001190,Male,Yes,0,Graduate,No,9328,0,9328,188,180,1,Rural,Y
LP001191,Male,No,0,NotGraduate,No,4885,0,4885,48,360,1,Rural,Y
LP001192,Male,No,0,Graduate,No,12000,0,12000,164,360,1,Semiurban,N
LP001193,Male,Yes,0,NotGraduate,No,6033,0,6033,160,360,1,Urban,N
LP001194,Male,No,0,Graduate,No,3858,0,3858,76,360,1,Semiurban,Y
LP001195,Male,No,0,Graduate,No,4191,0,4191,120,360,1,Rural,Y
LP001196,Male,Yes,1,Graduate,No,3125,2583,5708,170,360,1,Semiurban,N
LP001197,Male,No,0,Graduate,No,8333,3750,12083,187,360,1,Rural,Y
LP001198,Female,No,0,NotGraduate,No,1907,2365,4272,120,,1,Urban,Y
LP001199,Female,Yes,0,Graduate,No,3416,2816,6232,113,360,,Semiurban,Y
LP001200,Male,No,0,Graduate,Yes,11000,0,11000,83,360,1,Urban,N
LP001201,Male,Yes,1,NotGraduate,No,2600,2500,5100,90,360,1,Semiurban,Y
LP001202,Male,No,2,Graduate,No,4923,0,4923,166,360,0,Semiurban,Y
LP001203,Male,Yes,3,NotGraduate,No,3992,0,3992,,180,1,Urban,N
LP001204,Male,Yes,1,NotGraduate,No,3500,1083,4583,135,360,1,Urban,Y
LP001205,Male,Yes,2,NotGraduate,No,3917,0,3917,124,360,1,Semiurban,Y
LP001206,Female,No,0,NotGraduate,No,4408,0,4408,120,360,1,Semiurban,Y
LP001207,Female,No,0,Graduate,No,3244,0,3244,80,360,1,Urban,Y
LP001208,Male,No,0,NotGraduate,No,3975,2531,6506,55,360,1,Rural,Y
LP001209,Male,No,0,Graduate,No,2479,0,2479,59,360,1,Urban,Y
LP001210,Male,No,0,Graduate,No,3418,0,3418,127,360,1,Semiurban,N
LP001211,Female,No,0,Graduate,No,10000,0,10000,214,360,1,Semiurban,N
LP001212,Male,Yes,3,Graduate,No,3430,1250,4680,128,360,0,Semiurban,N
LP001213,Male,Yes,1,Graduate,Yes,7787,0,7787,240,360,1,Urban,Y
LP001214,Male,Yes,3,NotGraduate,Yes,5703,0,5703,130,360,1,Rural,Y
LP001215,Male,Yes,0,Graduate,No,3173,3021,6194,137,360,1,Urban,Y
LP001216,Male,Yes,3,NotGraduate,No,3850,983,4833,100,360,1,Semiurban,Y
LP001217,Male,Yes,0,Graduate,No,150,1800,1950,135,360,1,Rural,N
LP001218,Male,Yes,0,Graduate,No,3727,1775,5502,131,360,1,Semiurban,Y
LP001219,Male,Yes,2,Graduate,,5000,0,5000,72,360,0,Semiurban,N
LP001220,Female,Yes,2,Graduate,No,4283,2383,6666,127,360,,Semiurban,Y
LP001221,Male,Yes,0,Graduate,No,2221,0,2221,60,360,0,Urban,N
LP001222,Male,Yes,2,Graduate,No,4009,1717,5726,116,360,1,Semiurban,Y
LP001223,Male,No,0,Graduate,No,2971,2791,5762,144,360,1,Semiurban,Y
LP001224,Male,Yes,0,Graduate,No,7578,1010,8588,175,,1,Semiurban,Y
LP001225,Male,Yes,0,Graduate,No,6250,0,6250,128,360,1,Semiurban,Y
LP001226,Male,Yes,0,Graduate,No,3250,0,3250,170,360,1,Rural,N
LP001227,Male,Yes,,NotGraduate,Yes,4735,0,4735,138,360,1,Urban,N
LP001228,Male,Yes,2,Graduate,No,6250,1695,7945,210,360,1,Semiurban,Y
LP001229,Male,,,Graduate,No,4758,0,4758,158,480,1,Semiurban,Y
LP001230,Male,No,0,Graduate,Yes,6400,0,6400,200,360,1,Rural,Y
LP001231,Male,Yes,1,Graduate,No,2491,2054,4545,104,360,1,Semiurban,Y
LP001232,Male,Yes,0,Graduate,,3716,0,3716,42,180,1,Rural,Y
LP001233,Male,No,0,NotGraduate,No,3189,2598,5787,120,,1,Rural,Y
LP001234,Female,No,0,Graduate,No,8333,0,8333,280,360,1,Semiurban,Y
LP001235,Male,Yes,1,Graduate,No,3155,1779,4934,140,360,1,Semiurban,Y
LP001236,Male,Yes,1,Graduate,No,5500,1260,6760,170,360,1,Rural,Y
LP001237,Male,Yes,0,Graduate,,5746,0,5746,255,360,,Urban,N
LP001238,Female,No,0,Graduate,Yes,3463,0,3463,122,360,,Urban,Y
LP001239,Female,No,1,Graduate,No,3812,0,3812,112,360,1,Rural,Y
LP001240,Male,Yes,1,Graduate,No,3315,0,3315,96,360,1,Semiurban,Y
LP001241,Male,Yes,2,Graduate,No,5819,5000,10819,120,360,1,Rural,Y
LP001242,Male,Yes,1,NotGraduate,No,2510,1983,4493,140,180,1,Urban,N
LP001243,Male,No,0,Graduate,No,2965,5701,8666,155,60,1,Urban,Y
LP001244,Male,Yes,2,Graduate,Yes,6250,1300,7550,108,360,1,Rural,Y
LP001245,Male,Yes,0,NotGraduate,No,3406,4417,7823,123,360,1,Semiurban,Y
LP001246,Male,No,0,Graduate,Yes,6050,4333,10383,120,180,1,Urban,N
LP001247,Male,Yes,2,Graduate,No,9703,0,9703,112,360,1,Urban,Y
LP001248,Male,Yes,1,NotGraduate,No,6608,0,6608,137,180,1,Urban,Y
LP001249,Male,Yes,1,Graduate,No,2882,1843,4725,123,480,1,Semiurban,Y
LP001250,Male,Yes,0,Graduate,No,1809,1868,3677,90,360,1,Urban,Y
LP001251,Male,Yes,0,NotGraduate,No,1668,3890,5558,201,360,0,Semiurban,N
LP001252,Female,No,2,Graduate,No,3427,0,3427,138,360,1,Urban,N
LP001253,Male,No,0,NotGraduate,Yes,2583,2167,4750,104,360,1,Rural,Y
LP001254,Male,Yes,1,NotGraduate,No,2661,7101,9762,279,180,1,Semiurban,Y
LP001255,Male,No,0,Graduate,Yes,16250,0,16250,192,360,0,Urban,N
LP001256,Female,No,3,Graduate,No,3083,0,3083,255,360,1,Rural,Y
LP001257,Male,No,0,NotGraduate,No,6045,0,6045,115,360,0,Rural,N
LP001258,Male,Yes,3,Graduate,No,5250,0,5250,94,360,1,Urban,N
LP001259,Male,Yes,0,Graduate,No,14683,2100,16783,304,360,1,Rural,N
LP001260,Male,Yes,3,NotGraduate,No,4931,0,4931,128,360,,Semiurban,N
LP001261,Male,Yes,1,Graduate,No,6083,4250,10333,330,360,,Urban,Y
LP001262,Male,No,0,Graduate,No,2060,2209,4269,134,360,1,Semiurban,Y
LP001263,Female,No,1,Graduate,No,3481,0,3481,155,36,1,Semiurban,N
LP001264,Female,No,0,Graduate,No,7200,0,7200,120,360,1,Rural,Y
LP001265,Male,No,0,Graduate,Yes,5166,0,5166,128,360,1,Semiurban,Y
LP001266,Male,No,0,Graduate,No,4095,3447,7542,151,360,1,Rural,Y
LP001267,Male,Yes,2,Graduate,No,4708,1387,6095,150,360,1,Semiurban,Y
LP001268,Male,Yes,3,Graduate,No,4333,1811,6144,160,360,0,Urban,Y
LP001269,Female,No,0,Graduate,,3418,0,3418,135,360,1,Rural,N
LP001270,Female,No,1,Graduate,No,2876,1560,4436,90,360,1,Urban,Y
LP001271,Female,No,0,Graduate,No,3237,0,3237,30,360,1,Urban,Y
LP001272,Male,Yes,0,Graduate,No,11146,0,11146,136,360,1,Urban,Y
LP001273,Male,No,0,Graduate,No,2833,1857,4690,126,360,1,Rural,Y
LP001274,Male,Yes,0,Graduate,No,2620,2223,4843,150,360,1,Semiurban,Y
LP001275,Male,Yes,2,Graduate,No,3900,0,3900,90,360,1,Semiurban,Y
LP001276,Male,Yes,1,Graduate,No,2750,1842,4592,115,360,1,Semiurban,Y
LP001277,Male,Yes,0,Graduate,No,3993,3274,7267,207,360,1,Semiurban,Y
LP001278,Male,Yes,0,Graduate,No,3103,1300,4403,80,360,1,Urban,Y
LP001279,Male,Yes,0,Graduate,No,14583,0,14583,436,360,1,Semiurban,Y
LP001280,Female,Yes,0,NotGraduate,No,4100,0,4100,124,360,,Rural,Y
LP001281,Male,No,1,NotGraduate,Yes,4053,2426,6479,158,360,0,Urban,N
LP001282,Male,Yes,0,Graduate,No,3927,800,4727,112,360,1,Semiurban,Y
LP001283,Male,Yes,2,Graduate,No,2301,9.857.999.878,9858002179,78,180,1,Urban,Y
LP001284,Female,No,0,Graduate,No,1811,1666,3477,54,360,1,Urban,Y
LP001285,Male,Yes,0,Graduate,No,20667,0,20667,,360,1,Rural,N
LP001286,Male,No,0,Graduate,No,3158,3053,6211,89,360,1,Rural,Y
LP001287,Female,No,0,Graduate,Yes,2600,1717,4317,99,300,1,Semiurban,N
LP001288,Male,Yes,0,Graduate,No,3704,2000,5704,120,360,1,Rural,Y
LP001289,Female,No,0,Graduate,No,4124,0,4124,115,360,1,Semiurban,Y
LP001290,Male,No,0,Graduate,No,9508,0,9508,187,360,1,Rural,Y
LP001291,Male,Yes,0,Graduate,No,3075,2416,5491,139,360,1,Rural,Y
LP001292,Male,Yes,2,Graduate,No,4400,0,4400,127,360,0,Semiurban,N
LP001293,Male,Yes,2,Graduate,No,3153,1560,4713,134,360,1,Urban,Y
LP001294,Female,No,,Graduate,No,5417,0,5417,143,480,0,Urban,N
LP001295,Male,Yes,0,Graduate,No,2383,3334,5717,172,360,1,Semiurban,Y
LP001296,Male,Yes,3,Graduate,,4416,1250,5666,110,360,1,Urban,Y
LP001297,Male,Yes,1,Graduate,No,6875,0,6875,200,360,1,Semiurban,Y
LP001298,Female,Yes,1,Graduate,No,4666,0,4666,135,360,1,Urban,Y
LP001299,Female,No,0,Graduate,No,5000,2541,7541,151,480,1,Rural,N
